,user_id,register_day,register_type,device_type
num_leaves,4
user_activity_day_rate,383
register_day_rate,204
user_app_launch_rate,156
user_activity_mean_time,146
user_activity_rate,126
user_video_num,87
device_type_rate,54
user_author_num,36
user_activity_var,29
user_page_activity_num,19
user_app_launch_var,16
user_activity_register_max_time,16
user_app_launch_mean_time,14
register_type_rate,8
user_app_launch_register_max_time,7
user_page_num,6
user_video_create_day,4
user_activity_gap,3
register_type_device,3
user_video_create_gap,1
user_video_create_frequency,1
user_app_launch_register_mean_time,1
user_activity_register_min_time,1
user_action_type_activity_num,1
device_type_register,1
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_mean_time,0
user_page_page_num,0
user_author_video_num,0
user_app_launch_gap,0
user_activity_video_num,0
user_activity_register_mean_time,0
user_activity_page_num,0
user_activity_frequency,0
user_activity_author_num,0
user_activity_action_num,0
user_action_type_num,0
user_action_type_action_type_num,0
the best params for lightgbm: 
colsample_bytree,0.9316598261296276
learning_rate,0.0019960457024337285
max_bin,310
min_child_samples,215
min_child_weight,971.7309850999902
min_split_gain,0.00023044582705603292
n_estimators,905
num_leaves,5
reg_alpha,833.1731570399323
reg_lambda,0.13841118999593932
scale_pos_weight,0.9871945796365144
subsample,0.9958987595919053
the best score for lightgbm: ,0.9350409680944278,2018-06-05_09-04
feature importance of lgb for tencent-crt,2018-06-05_09-04
user_activity_day_rate,2039
user_activity_rate,745
user_app_launch_rate,439
register_day_rate,278
user_video_num,63
user_activity_gap,23
user_author_num,16
user_app_launch_mean_time,6
user_activity_var,6
user_action_type_activity_num,4
user_activity_frequency,1
user_video_create_var,0
user_video_create_register_min_time,0
user_video_create_register_mean_time,0
user_video_create_register_max_time,0
user_video_create_rate,0
user_video_create_mean_time,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day,0
user_page_page_num,0
user_page_num,0
user_page_activity_num,0
user_author_video_num,0
user_app_launch_var,0
user_app_launch_register_mean_time,0
user_app_launch_register_max_time,0
user_app_launch_gap,0
user_activity_video_num,0
user_activity_register_min_time,0
user_activity_register_mean_time,0
user_activity_register_max_time,0
user_activity_page_num,0
user_activity_mean_time,0
user_activity_author_num,0
user_activity_action_num,0
user_action_type_num,0
user_action_type_action_type_num,0
register_type_rate,0
register_type_device,0
device_type_register,0
device_type_rate,0
feature importance of lgb for tencent-crt ,2018-06-05_20-12
best score,0.9307469946439157,best params
boosting_type,dart
n_estimators,1600
num_leaves,32
register_day_rate,8520
user_app_launch_var,4101
user_author_num,3873
user_activity_rate,2896
device_type_rate,2807
user_video_num,2753
user_activity_var,2645
user_activity_frequency,2348
user_app_launch_rate,2188
user_activity_day_rate,2151
user_app_launch_register_max_time,2082
register_type_rate,1728
user_app_launch_gap,1355
register_type_device,1227
user_activity_gap,1101
user_activity_register_max_time,1081
user_activity_register_mean_time,994
user_app_launch_mean_time,913
user_video_create_rate,833
user_app_launch_register_mean_time,697
user_activity_mean_time,630
device_type_register,615
user_page_num,541
user_video_create_frequency,523
user_video_create_day,489
user_activity_register_min_time,386
user_page_activity_num,50
user_activity_page_num,22
user_action_type_activity_num,19
user_activity_video_num,15
user_activity_author_num,10
user_activity_action_num,7
feature importance of lr for kuaishou ,2018-06-05_21-02
best score,0.9271555541865881,best params
C,0.014
max_iter,1200
penalty,l2
solver,newton-cg
register_day_rate,3.182675600668548
user_activity_frequency,2.9921911474468077
user_activity_day_rate,2.0842504459496287
user_app_launch_rate,1.663643635234765
user_author_num,1.1922645341219196
user_video_create_rate,1.184943795191648
user_activity_register_max_time,1.091220464244038
user_activity_register_mean_time,1.0738409345138686
user_activity_register_min_time,1.0564614047820682
user_app_launch_var,0.8119937461213049
register_type_rate,0.7638228363387766
user_activity_author_num,0.6580268502021098
user_action_type_num,0.589070198145553
user_video_create_var,0.5438626181788244
user_video_create_gap,0.5304440293705824
device_type_rate,0.4831266167673652
user_activity_page_num,0.279540710660632
user_author_video_num,0.2369652338335364
user_page_page_num,0.23163404685417968
user_page_activity_num,0.22448919959194902
user_action_type_activity_num,0.22074301280892142
user_video_create_register_min_time,0.18324398606694897
user_page_num,0.14907460679917653
user_activity_gap,0.08646314675057534
device_type_register,0.0843140781612544
user_activity_var,0.0832521404944221
user_video_create_register_mean_time,0.0789433176876608
user_activity_mean_time,0.050979953880491806
user_action_type_action_type_num,0.04280544659503245
user_video_create_day,0.04130795491738312
user_app_launch_register_mean_time,-0.013411410117790928
user_video_create_register_max_time,-0.025357350691779676
user_app_launch_register_max_time,-0.11068748056871461
user_app_launch_mean_time,-0.28534313998845456
user_video_create_mean_time,-0.30594862724599176
user_activity_video_num,-0.31329593070448597
user_activity_action_num,-0.3143088705971644
user_app_launch_gap,-0.4787934998667091
user_video_num,-0.7102457527645462
user_activity_rate,-0.9882505625175336
user_video_create_frequency,-0.9999717566651017
register_type_device,-1.1688169885304764
feature importance of lr for kuaishou ,2018-06-05_21-32
best score,0.9272214761853232,best params
C,0.03
max_iter,1200
penalty,l2
solver,newton-cg
user_activity_frequency,3.7395546102725126
register_day_rate,3.216296269137588
user_activity_day_rate,2.3025198291624647
user_video_create_rate,2.139727190412099
user_app_launch_rate,1.7073859914716336
user_author_num,1.4181072981083287
user_activity_register_max_time,1.1982990169117516
user_activity_register_mean_time,1.1812504740436456
user_activity_register_min_time,1.164201931174775
user_app_launch_var,1.127075253974836
user_video_create_var,0.8666879037620915
register_type_rate,0.7774470324714661
user_video_create_gap,0.7414278494693088
user_activity_author_num,0.675801853260319
user_action_type_num,0.5689976177743893
device_type_rate,0.48812472317541405
user_author_video_num,0.33520015946161597
user_video_create_register_min_time,0.2829174691955589
user_activity_page_num,0.2817651197409922
user_activity_gap,0.2642891123900013
user_page_page_num,0.21721745510067222
user_page_activity_num,0.19056298315796222
user_action_type_activity_num,0.15949705579584986
user_page_num,0.13839720013529339
user_video_create_day,0.12700341866123524
user_video_create_register_mean_time,0.08608328898991077
device_type_register,0.08478244666707453
user_activity_mean_time,0.05000905908152136
user_action_type_action_type_num,0.03825541363530723
user_video_create_register_max_time,-0.11075089121528486
user_activity_var,-0.14037289320788182
user_app_launch_register_mean_time,-0.15916591140234923
user_app_launch_register_max_time,-0.2698054803145172
user_activity_action_num,-0.3162019755976851
user_app_launch_mean_time,-0.32454273548149054
user_activity_video_num,-0.4996628442904942
user_video_create_mean_time,-0.577380261935987
user_app_launch_gap,-0.5778224064398934
user_video_num,-0.8690444902019596
register_type_device,-1.197774115447283
user_video_create_frequency,-1.481890469267839
user_activity_rate,-1.8381729435236376
feature importance of lr for kuaishou ,2018-06-16_00-41
best score,0.7965288228571106,best params
C,10
max_iter,800
penalty,l1
solver,liblinear
user_activity_count_b1,8.89894612675317
user_video_num_ratio,6.299790942032728
user_video_create_count_b1,4.291921471658469
user_author_num_ratio,4.27614726532557
user_activity_frequency,3.952221374449782
user_video_create_count_b5,3.6832763784211737
register_type_device_ratio,3.4524296711741207
user_video_create_count_f7,3.23140730939601
user_app_launch_rate,2.9362668150949682
user_video_create_count_b2,2.6159718289350775
user_activity_count_b5,2.1550646613089453
user_activity_count_b3,2.0849425500158034
user_activity_day_var,1.5220058329521586
user_app_launch_count_b7,1.3459474286156776
user_app_launch_ratio,1.1265632507473282
register_day_device_type_register_rate,0.6416096314460699
user_app_launch_var,0.6245664355742295
user_app_launch_count_b4,0.5974519253158914
user_activity_count_f7,0.5877726434888905
user_action_type_num,0.5866104159327438
register_day_type_rate,0.5451009978177459
user_activity_day_ratio,0.5126744620404863
register_type_rate,0.4513963885663089
register_day_device_rate,0.4242349231477412
user_activity_count_b6,0.4031364773330183
user_page_num,0.39506029607422805
user_app_launch_count_b1,0.38124279317498055
user_video_create_count_b6,0.36591958057810386
user_activity_gap,0.3475833076012993
user_app_launch_count_f1,0.344630409075845
user_video_create_day_ratio,0.23456501956211723
user_app_launch_count_b2,0.23326986406480907
user_app_launch_count_b5,0.17532242132521222
user_app_launch_count_f2,0.16388883892128053
device_type_rate,0.15835850523983824
user_activity_var,0.1386657675386884
user_app_launch_count_b6,0.08747394226037773
user_activity_day_rate,0.06431969619588133
user_video_create_gap,0.01830215090212553
user_video_num,0.0
user_video_create_rate,0.0
user_video_create_day_var,0.0
user_video_create_count_f6,0.0
user_video_create_count_f5,0.0
user_video_create_count_f4,0.0
user_video_create_count_f3,0.0
user_video_create_count_f2,0.0
user_video_create_count_f1,0.0
user_video_create_count_b4,0.0
user_app_launch_count_f5,0.0
user_app_launch_count_f4,0.0
user_activity_ratio,0.0
user_activity_count_f6,0.0
user_activity_count_f5,0.0
user_activity_count_f4,0.0
user_activity_count_f3,0.0
user_activity_count_f2,0.0
user_activity_count_f1,0.0
user_activity_count_b2,0.0
device_type_register_rate,-0.000830314698657305
user_app_launch_count_b3,-0.06890977602439514
register_day_register_type_device_rate,-0.09091798042214963
register_day_device_type_register_ratio,-0.09942519782352673
register_day_type_ratio,-0.10002183998614873
user_activity_count_b4,-0.139984698131417
user_app_launch_count_f7,-0.17825451682694687
register_type_device,-0.2637635127831004
user_app_launch_count_f6,-0.2956113985397593
register_type_device_rate,-0.34590658603099866
device_type_register,-0.35807628387242846
device_type_register_ratio,-0.4159640804888408
user_video_create_var,-0.46337630790155704
register_day_device_ratio,-0.4737449977297302
user_app_launch_gap,-0.6296499033950986
user_app_launch_count_f3,-0.6336764585089961
user_activity_count_b7,-0.6524833699992784
register_day_register_type_device_ratio,-0.6867322218557532
user_video_create_frequency,-0.742972975127894
user_video_create_count_b7,-1.1504168621656479
user_video_create_day,-1.4747747000291997
user_video_create_count_b3,-2.0093153031829853
user_video_create_ratio,-3.3521377457256056
user_author_num,-4.4765230748379485
user_page_day_ratio,-9.894890641755376
user_activity_rate,-13.609405878653282
feature importance of lr for kuaishou ,2018-06-16_00-52
best score,0.8010142334184704,best params
C,100
class_weight,"{1: 1.2, 0: 1}"
max_iter,800
penalty,l1
solver,liblinear
user_activity_count_b1,9.246982335612346
user_video_create_count_f4,5.417827505708775
user_video_create_count_b1,4.84876815989317
user_author_num_ratio,4.619098869286034
user_video_num_ratio,4.044128997588971
user_activity_frequency,3.989567187665182
user_video_create_count_b2,3.8150791950841403
register_type_device_ratio,3.7800763906481842
user_app_launch_rate,3.642386890864382
user_video_create_count_f7,3.2279350583773403
user_video_create_count_f2,3.219024044825951
user_activity_count_f6,2.9543943682050515
user_activity_count_b3,2.6504283359697545
user_app_launch_count_f1,2.4957040768762915
user_activity_count_b6,2.3590166416706686
user_activity_count_f7,1.8664772016062499
user_activity_count_f1,1.7690166980031181
user_activity_day_var,1.5630723975377967
user_video_create_count_b5,1.2718795130343832
user_video_create_count_f1,1.2673785543158584
user_video_create_count_b4,1.2127007671467767
user_video_create_day_var,1.2044565291097187
user_activity_count_f2,1.193941107739042
register_day_device_type_register_rate,1.1654037773302939
user_app_launch_ratio,1.1528225448245712
user_video_create_rate,0.9791105815059491
user_video_create_count_f3,0.895093111476196
user_video_create_count_b6,0.8111882142762183
user_app_launch_var,0.6890708494359048
user_action_type_num,0.5823674104773534
register_day_type_rate,0.5499381261194612
user_activity_day_ratio,0.4918117271097719
user_app_launch_count_b1,0.4850629493875233
register_type_rate,0.43971288395325936
register_day_device_rate,0.4374826279157582
user_app_launch_count_b7,0.43186072636098016
user_page_num,0.39006427550695455
user_app_launch_count_b4,0.3896226485648926
user_activity_count_f4,0.387778544706773
user_activity_gap,0.35834487339514304
user_activity_count_f3,0.32875192238787776
device_type_register_rate,0.29737733439801833
user_app_launch_count_b6,0.28200568498782236
user_app_launch_count_f6,0.25759337757606604
user_app_launch_count_f5,0.25048578508222746
user_app_launch_count_b5,0.24964736025239975
user_activity_count_b5,0.23025823937771733
user_video_create_day_ratio,0.22566457665289993
user_activity_ratio,0.18607580310386568
user_app_launch_count_b2,0.17498687886132494
device_type_rate,0.15403921585220473
user_activity_var,0.13197358182678984
user_activity_day_rate,0.09617928711863365
user_video_create_gap,0.047437393076992004
user_activity_count_b2,0.01754790981140738
user_app_launch_count_b3,-0.038604127085118886
register_day_type_ratio,-0.09190536514233698
register_day_device_type_register_ratio,-0.09746051802878294
user_video_create_count_f6,-0.24563122438255186
register_type_device,-0.2623191987224521
user_activity_count_b7,-0.2651107442333911
user_app_launch_count_f2,-0.31849581637231783
device_type_register,-0.36585429266518654
user_app_launch_count_f3,-0.3666250804574155
device_type_register_ratio,-0.421255221643749
register_day_device_ratio,-0.49489123545373465
user_activity_count_b4,-0.5701345968096171
register_day_register_type_device_rate,-0.5970074515949936
user_app_launch_gap,-0.6183795232290844
register_type_device_rate,-0.6555496227188878
user_video_num,-0.7543085861317447
register_day_register_type_device_ratio,-0.7630024152025159
user_video_create_frequency,-0.8917393812493163
user_app_launch_count_f4,-0.9340552798404597
user_video_create_var,-1.4981277608994465
user_video_create_day,-1.7305875201978207
user_video_create_count_b7,-1.8859745249126665
user_app_launch_count_f7,-1.9718646692229074
user_video_create_count_b3,-2.14994007835528
user_video_create_ratio,-4.240584763063384
user_activity_count_f5,-4.863119474585294
user_author_num,-4.955106856953974
user_page_day_ratio,-8.02825034421859
user_video_create_count_f5,-9.686836235356271
user_activity_rate,-17.72002415728296
feature importance of lr for kuaishou ,2018-06-16_01-00
best score,0.8040431696275426,best params
C,1.0
class_weight,"{1: 1.4, 0: 1}"
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,4.332127567980301
user_activity_frequency,3.017356094479073
user_author_num_ratio,1.9515839422436936
register_type_device_ratio,1.7493412059876559
user_video_create_count_b1,1.61673115202924
user_activity_day_var,1.4590464563643224
user_activity_count_b2,1.2826751784681953
user_app_launch_count_b7,1.2683654295508122
user_video_create_count_b2,1.117702811202052
user_app_launch_ratio,1.097525556879103
user_activity_count_b3,1.033119957716666
user_video_num_ratio,0.8828731682457126
user_video_create_count_b5,0.8078154670111718
user_app_launch_var,0.7353666614514861
user_app_launch_count_b4,0.6323736877823141
user_action_type_num,0.6144657711248431
register_day_type_rate,0.5889116104833759
user_activity_day_ratio,0.4959095069461568
user_app_launch_count_b1,0.4380404144280574
user_activity_count_b5,0.422539479617323
register_type_rate,0.4128255922537951
user_app_launch_rate,0.4123214046957242
user_page_num,0.4061462183480218
register_day_device_rate,0.4011014681467745
user_app_launch_count_b5,0.36195330065306924
user_activity_gap,0.3568809882060157
user_app_launch_count_b6,0.3371600075670279
user_app_launch_count_f3,0.33660017585722823
user_video_create_count_f7,0.3166350111424995
user_app_launch_count_f2,0.31251874686503
user_activity_var,0.3064213930451911
user_app_launch_count_f1,0.29474237563478695
user_app_launch_count_f6,0.28679896473959454
user_app_launch_count_f5,0.2818919365328527
register_day_register_type_device_rate,0.2538935689563596
register_day_device_type_register_rate,0.2538935689563596
user_video_create_day_ratio,0.22430794654068037
user_app_launch_count_f4,0.2192906750231268
user_app_launch_count_b2,0.20640405398657993
user_activity_count_b4,0.20432302368167282
device_type_rate,0.16925423631490943
user_app_launch_count_b3,0.10531418735549222
user_video_create_count_b4,0.0971225458163921
user_video_create_day_var,0.052507630292516816
user_video_create_count_f3,0.046455048032952376
user_video_create_count_b6,0.0414982680245133
user_video_create_ratio,0.0015980453753349569
user_video_create_rate,-0.002652302904901627
user_video_create_gap,-0.00945548263406552
user_video_create_count_f6,-0.01836297793501622
user_video_create_count_f4,-0.03187487143545195
user_activity_day_rate,-0.039994955237359436
register_day_device_type_register_ratio,-0.09355835545417654
register_day_type_ratio,-0.11078105694372668
register_type_device_rate,-0.13929247563120242
device_type_register_rate,-0.13929247563120242
user_page_day_ratio,-0.14993152692607772
user_video_create_count_b3,-0.19724549695315494
user_activity_count_b6,-0.19736211781992496
user_app_launch_count_f7,-0.21849326578856623
user_video_create_count_f2,-0.22774891098432706
user_video_create_count_f1,-0.24226626257240133
register_type_device,-0.2547190263185224
user_video_create_count_f5,-0.27051347772922185
register_day_register_type_device_ratio,-0.34211619369714336
device_type_register,-0.3546502731503957
user_video_create_var,-0.37616994760137834
user_video_create_frequency,-0.3904409770026109
register_day_device_ratio,-0.40367886506087475
device_type_register_ratio,-0.4169374462485858
user_app_launch_gap,-0.6008768468678192
user_activity_count_f7,-0.6232427109218551
user_video_create_count_b7,-0.6821006284680863
user_video_num,-0.7317289178493034
user_activity_count_b7,-0.8310578206349051
user_activity_ratio,-0.8321010928270832
user_video_create_day,-0.9791998957744615
user_activity_count_f6,-0.9820310103365211
user_activity_count_f4,-0.9966114699094455
user_activity_rate,-1.0313286049882442
user_activity_count_f2,-1.040842898980457
user_activity_count_f3,-1.132722110685456
user_activity_count_f5,-1.175303991847304
user_author_num,-1.2118950147859369
user_activity_count_f1,-1.3809363329016147
feature importance of lr for kuaishou ,2018-06-16_01-10
best score,0.7965212720138669,best params
C,2
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,5.536544435272945
user_activity_frequency,3.2988961180237615
user_author_num_ratio,2.3871898710039527
register_type_device_ratio,2.1556069510740103
user_video_create_count_b1,2.123972828394831
user_activity_day_var,1.4436412647416705
user_video_create_count_b2,1.3421145056217396
user_app_launch_count_b7,1.2635938413779466
user_video_create_count_b5,1.1221475902177243
user_activity_count_b3,1.1180037611426463
user_app_launch_ratio,1.0759380850742775
user_video_num_ratio,1.073218512345329
user_activity_count_b2,0.981290472107718
user_activity_count_b5,0.6838145019606641
user_app_launch_count_b4,0.6278561231259899
user_app_launch_var,0.6098502006923463
user_action_type_num,0.5838222911739788
register_day_type_rate,0.5508505798866957
user_video_create_count_f7,0.5241000991541674
user_activity_day_ratio,0.5127379856733714
register_type_rate,0.44772557755413395
user_app_launch_count_b1,0.4315854314215519
user_app_launch_rate,0.4242633881957617
register_day_device_rate,0.4189921929561842
user_page_num,0.4070665555095285
user_app_launch_count_b6,0.3501159692303648
user_activity_gap,0.3470731859447009
user_app_launch_count_b5,0.3360769454542178
user_app_launch_count_f3,0.3316708512426467
user_app_launch_count_f2,0.30665521830836723
user_app_launch_count_f1,0.29162138879471816
user_app_launch_count_f5,0.2861338060377139
user_app_launch_count_f6,0.2765497144963134
register_day_register_type_device_rate,0.2644528949637062
register_day_device_type_register_rate,0.2644528949637062
user_activity_var,0.26068054749301656
user_video_create_day_ratio,0.23363600569413628
user_app_launch_count_b2,0.22629894449296753
user_app_launch_count_f4,0.2163104578564897
device_type_rate,0.1916023377232699
user_video_create_count_f3,0.1884600070352827
user_video_create_day_var,0.14525786167063298
user_activity_count_b4,0.14145745120054526
user_video_create_count_b6,0.1336822558702374
user_app_launch_count_b3,0.11132911562323333
user_video_create_count_b4,0.08089037978168323
user_video_create_rate,0.0611469010414279
user_video_create_count_f4,0.046857883064319525
user_video_create_count_f6,0.02757221360964809
user_activity_day_rate,0.018228330761875584
user_video_create_gap,-0.01282825039987216
register_day_type_ratio,-0.09909449669918476
register_day_device_type_register_ratio,-0.10052278058025439
user_activity_count_b6,-0.1070260862431987
register_type_device_rate,-0.15883628249403287
device_type_register_rate,-0.15883628249403287
user_video_create_count_f2,-0.2055030490876376
user_app_launch_count_f7,-0.22098192858256346
user_video_create_count_f1,-0.2512510401638594
register_type_device,-0.2708510854533312
user_video_create_count_f5,-0.2990722349668677
user_video_create_ratio,-0.315780626797611
device_type_register,-0.35077098495974546
device_type_register_ratio,-0.4125444407354762
register_day_register_type_device_ratio,-0.4159454675568648
user_activity_count_f7,-0.4287744341712961
user_video_num,-0.4333822889771519
user_video_create_frequency,-0.4410128096351332
register_day_device_ratio,-0.44547003934300594
user_video_create_var,-0.4593722837962239
user_video_create_count_b3,-0.49043799288582307
user_app_launch_gap,-0.6299175905716984
user_page_day_ratio,-0.6969721089792468
user_activity_count_f4,-0.9163234685175793
user_activity_count_f2,-0.9339903074758589
user_video_create_count_b7,-0.9485300576244118
user_activity_count_f6,-0.9586232290562743
user_activity_count_b7,-1.024741476178844
user_video_create_day,-1.059411347633777
user_activity_count_f3,-1.0995755189648855
user_activity_count_f5,-1.2234665010240617
user_activity_rate,-1.392280772118863
user_activity_count_f1,-1.5037591076881829
user_activity_ratio,-1.507876981519835
user_author_num,-1.6134336610940225
feature importance of lr for kuaishou ,2018-06-16_01-42
best score,0.7991309526141296,best params
boosting_type,dart
n_estimators,400
num_leaves,4
user_app_launch_ratio,132
user_app_launch_var,107
user_app_launch_count_b6,71
user_app_launch_count_b1,70
user_activity_count_b1,70
user_app_launch_count_b4,68
user_activity_day_ratio,53
user_app_launch_count_b3,51
user_app_launch_count_b7,45
user_activity_rate,40
user_activity_count_b7,39
register_type_rate,38
user_app_launch_count_b2,30
user_activity_ratio,26
user_activity_var,24
user_video_num,23
register_day_type_rate,22
user_app_launch_rate,21
user_activity_day_rate,20
user_activity_count_b2,20
user_activity_count_b4,17
device_type_rate,16
user_activity_count_b3,15
user_author_num,14
register_day_type_ratio,13
user_video_num_ratio,12
user_page_day_ratio,12
user_activity_gap,12
user_activity_count_b5,12
user_author_num_ratio,11
user_app_launch_count_b5,9
user_app_launch_count_f3,8
user_activity_count_b6,8
user_app_launch_count_f1,7
user_action_type_num,6
register_day_device_rate,6
user_page_num,5
user_activity_frequency,5
device_type_register_ratio,5
device_type_register,5
user_video_create_count_b2,4
user_activity_day_var,4
user_activity_count_f3,4
user_video_create_count_b5,3
register_day_register_type_device_rate,3
user_video_create_count_b1,2
user_app_launch_gap,2
user_app_launch_count_f6,2
register_type_device,2
register_day_device_ratio,2
user_video_create_count_b7,1
user_video_create_count_b4,1
user_activity_count_f2,1
user_activity_count_f1,1
user_video_create_var,0
user_video_create_ratio,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day_var,0
user_video_create_day_ratio,0
user_video_create_day,0
user_video_create_count_f7,0
user_video_create_count_f6,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_f1,0
user_video_create_count_b6,0
user_video_create_count_b3,0
user_app_launch_count_f7,0
user_app_launch_count_f5,0
user_app_launch_count_f4,0
user_app_launch_count_f2,0
user_activity_count_f7,0
user_activity_count_f6,0
user_activity_count_f5,0
user_activity_count_f4,0
register_type_device_ratio,0
register_type_device_rate,0
register_day_register_type_device_ratio,0
register_day_device_type_register_ratio,0
register_day_device_type_register_rate,0
device_type_register_rate,0
feature importance of lr for kuaishou ,2018-06-16_02-48
best score,0.7858558778382485,best params
C,1.0
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,3.299153202101947
user_activity_count_b2,2.1035670067387215
user_activity_frequency,1.698080132187482
user_activity_day_var,1.4369392004654051
user_video_create_count_b1,1.2682242215375914
user_author_num_ratio,1.174693046922794
user_video_num_ratio,1.1188041390158143
user_app_launch_count_b7,1.104887116203799
user_app_launch_ratio,0.9474194023936334
register_type_device_ratio,0.8199275700840467
user_app_launch_count_f6,0.7524471084530863
user_app_launch_count_f3,0.7326892325794093
user_app_launch_count_b3,0.6968774949768787
user_activity_count_b4,0.6630439195874749
user_page_num,0.6292159842576245
user_app_launch_count_b5,0.6225983452540593
user_video_create_ratio,0.6076680770748684
user_app_launch_count_f4,0.6073901749438845
user_page_day_ratio,0.5821826211876553
user_app_launch_count_b4,0.5617466117935626
user_video_create_day_ratio,0.5590322387348448
user_activity_day_ratio,0.5093962282296672
user_video_create_count_b3,0.5060005592710313
user_app_launch_var,0.4991612947116822
user_video_create_count_b4,0.4835413936537131
user_app_launch_count_b2,0.48086229863180163
user_activity_gap,0.4534918463099527
user_video_create_count_f6,0.43222994527504016
register_day_type_ratio,0.4159103777214874
user_app_launch_count_f2,0.4155958572518186
user_activity_count_b3,0.40648990728911644
user_video_create_count_f7,0.3761223495191972
register_type_ratio,0.34016008808892
user_action_type_num,0.3285929149411831
user_app_launch_count_f5,0.31790398617789495
user_app_launch_count_b1,0.26589310358454005
register_day_register_type_device_rate,0.2471435954684311
register_day_device_type_register_rate,0.2471435954684311
device_type_ratio,0.24332571192387886
user_activity_count_b5,0.20426376890653908
register_day_type_rate,0.11036979678477053
user_video_create_count_f5,0.10463424690451112
register_day_device_rate,0.09692212867016517
user_video_create_count_f2,0.0658515430908443
user_video_create_var,0.010397147423229766
user_app_launch_count_b6,0.00886163716077213
user_video_create_rate,0.008406377808787063
user_activity_ratio,0.0067122866742885395
register_day_device_type_register_ratio,-0.010200347473270985
user_activity_count_b7,-0.0658820662571998
user_activity_var,-0.10978523649348601
user_video_create_gap,-0.11177508993111475
user_video_create_count_f3,-0.11217132427706691
user_app_launch_count_f1,-0.11429063655460438
user_video_create_count_b2,-0.1655936512378342
user_video_create_count_f4,-0.16814672905762154
user_video_create_day_var,-0.16853605212305164
user_video_create_count_b5,-0.22268317526823977
user_video_create_count_f1,-0.26694306389545996
user_video_num,-0.2805548726132268
register_day_device_ratio,-0.2917665571731905
user_video_create_count_b7,-0.31125175017982654
user_activity_count_b6,-0.3275964945376984
user_activity_count_f6,-0.34179166073280226
device_type_register,-0.3705851256261331
user_app_launch_count_f7,-0.433112564789753
device_type_register_ratio,-0.4961500248839843
register_day_register_type_device_ratio,-0.5549615646160103
user_app_launch_gap,-0.5581505222762979
register_type_device,-0.6143591461130334
user_activity_count_f3,-0.6276120792528924
user_video_create_count_b6,-0.6323790694344876
user_author_num,-0.6753030897284261
user_activity_count_f5,-0.7468688863653363
user_activity_count_f7,-0.7525060819012804
user_activity_day_rate,-0.7656397111903104
user_activity_rate,-0.8102028766411075
user_video_create_frequency,-0.8111019920637761
user_app_launch_rate,-0.8839734797285024
user_activity_count_f4,-0.8863759955982136
user_video_create_day,-0.9600947013686143
user_activity_count_f1,-1.0091984078408807
user_activity_count_f2,-1.1523652447412176
feature importance of lr for kuaishou ,2018-06-16_02-52
best score,0.7929944334261121,best params
C,0.4
max_iter,1200
penalty,l2
solver,liblinear
user_activity_count_b1,2.470837204478501
user_activity_frequency,1.9553592364556212
user_activity_count_b2,1.590605709975011
user_activity_day_var,1.1180621869244887
user_app_launch_count_b7,1.1175609663631023
user_app_launch_count_f6,1.0607970416103527
user_author_num_ratio,1.0319749142266306
user_video_num_ratio,1.001319930846421
user_app_launch_ratio,0.9456588870349434
user_app_launch_count_b5,0.932781767341751
user_app_launch_count_b6,0.8986422841288283
user_video_create_count_b1,0.8426904984751987
user_app_launch_var,0.7501014219799338
user_page_day_ratio,0.7065525680607191
user_app_launch_count_f5,0.6273139890435732
user_page_num,0.5661703578639989
user_app_launch_count_b4,0.5570714080681989
user_activity_day_ratio,0.5543401893210943
user_activity_count_b4,0.5485993912558139
user_video_create_day_ratio,0.5229183808877693
user_action_type_num,0.4730219483865248
register_type_device_ratio,0.46519565998291323
user_video_create_ratio,0.42702501603227794
user_activity_gap,0.39503202072695065
user_activity_count_b5,0.3911179477983964
register_day_type_ratio,0.3658097125330822
user_app_launch_count_b2,0.36426837860856204
register_day_type_rate,0.3615572810081513
user_app_launch_count_f4,0.3377045869231659
user_app_launch_count_b1,0.33702166202985595
user_activity_var,0.3264219245577279
user_activity_count_b3,0.31572612376856457
user_activity_ratio,0.3143845997985776
register_day_device_rate,0.3106745941970768
user_app_launch_count_f7,0.24923024106013303
user_video_create_count_f7,0.24401099573939075
user_video_create_count_b2,0.23866479925375758
register_day_register_type_device_rate,0.18557294131612684
register_day_device_type_register_rate,0.18557294131612684
user_video_create_count_b5,0.17493714333518404
user_video_create_count_b3,0.17189861278549964
user_video_create_count_f6,0.16818439026652215
device_type_ratio,0.14222685814733343
user_video_create_count_b4,0.13857754316871038
user_app_launch_count_b3,0.0921469474923072
user_activity_count_b6,0.08201196802548812
register_type_ratio,0.02350513356802008
user_activity_count_b7,-0.012532330654014052
register_day_device_type_register_ratio,-0.02119419211881478
user_video_create_day_var,-0.05153908418884818
user_video_create_rate,-0.05533108587567435
user_video_create_gap,-0.07663511907525886
