,user_id,register_day,register_type,device_type
user_activity_count_f4,0
user_activity_count_f2,0
user_action_type_num,0
register_type_device_ratio,0
register_type_device,0
register_day_device_ratio,0
feature importance of lr for kuaishou ,2018-06-16_21-35
best score,0.806036993741204,best params
boosting_type,dart
n_estimators,200
num_leaves,4
user_app_launch_var,56
user_app_launch_ratio,42
user_app_launch_count_b3,39
user_activity_count_b1,39
user_app_launch_count_b1,33
user_app_launch_count_b2,32
user_app_launch_count_b4,30
user_activity_day_ratio,29
user_activity_count_b8,27
user_activity_rate,26
user_app_launch_count_b8,25
user_app_launch_rate,18
user_video_num,17
user_app_launch_count_b9,17
user_app_launch_count_b5,15
user_app_launch_count_b7,13
user_app_launch_count_b10,11
user_activity_var,10
user_activity_count_b2,10
user_app_launch_count_rf1,9
user_activity_count_b7,9
register_type_ratio,9
user_activity_count_b9,8
user_author_num,7
user_activity_count_b4,7
user_author_num_ratio,6
user_activity_day_var,6
user_activity_count_b6,6
user_app_launch_count_rf3,5
user_activity_day_rate,5
user_activity_count_b3,5
register_day_type_ratio,5
register_day_device_ratio,4
user_app_launch_count_b6,3
user_activity_gap,3
register_day_type_rate,3
user_video_num_ratio,2
user_activity_count_b10,2
register_type_device,2
user_app_launch_count_rf2,1
user_activity_ratio,1
user_activity_count_rb10,1
user_activity_count_rb1,1
user_action_type_num,1
user_video_create_var,0
user_video_create_ratio,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day_var,0
user_video_create_day_ratio,0
user_video_create_day,0
user_video_create_count_rf5,0
user_video_create_count_rf4,0
user_video_create_count_rf3,0
user_video_create_count_rf2,0
user_video_create_count_rf1,0
user_video_create_count_rb7,0
user_video_create_count_rb6,0
user_video_create_count_rb5,0
user_video_create_count_rb4,0
user_video_create_count_rb3,0
user_video_create_count_rb2,0
user_video_create_count_rb1,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_f1,0
user_video_create_count_b7,0
user_video_create_count_b6,0
user_video_create_count_b5,0
user_video_create_count_b4,0
user_video_create_count_b3,0
user_video_create_count_b2,0
user_video_create_count_b1,0
user_page_num,0
user_page_day_ratio,0
user_app_launch_gap,0
user_app_launch_count_rf7,0
user_app_launch_count_rf6,0
user_app_launch_count_rf5,0
user_app_launch_count_rf4,0
user_app_launch_count_rb9,0
user_app_launch_count_rb8,0
user_app_launch_count_rb7,0
user_app_launch_count_rb6,0
user_app_launch_count_rb5,0
user_app_launch_count_rb4,0
user_app_launch_count_rb3,0
user_app_launch_count_rb2,0
user_app_launch_count_rb10,0
user_app_launch_count_rb1,0
user_app_launch_count_f7,0
user_app_launch_count_f6,0
user_app_launch_count_f5,0
user_app_launch_count_f4,0
user_app_launch_count_f3,0
user_app_launch_count_f2,0
user_app_launch_count_f1,0
user_activity_frequency,0
user_activity_count_rf7,0
user_activity_count_rf6,0
user_activity_count_rf5,0
user_activity_count_rf4,0
user_activity_count_rf3,0
user_activity_count_rf2,0
user_activity_count_rf1,0
user_activity_count_rb9,0
user_activity_count_rb8,0
user_activity_count_rb7,0
user_activity_count_rb6,0
user_activity_count_rb5,0
user_activity_count_rb4,0
user_activity_count_rb3,0
user_activity_count_rb2,0
user_activity_count_f7,0
user_activity_count_f6,0
user_activity_count_f5,0
user_activity_count_f4,0
user_activity_count_f3,0
user_activity_count_f2,0
user_activity_count_f1,0
user_activity_count_b5,0
register_type_device_ratio,0
register_day_register_type_device_ratio,0
device_type_register_ratio,0
feature importance of catboost for kuaishou-crt ,2018-06-17_01-01
best score,0.8333462556467505,best params
depth,8
iterations,800
register_day_device_ratio,5.575600492063332
device_type_register_ratio,4.328913436204409
register_type_device_ratio,4.240730441874304
user_app_launch_gap,3.979358694277044
register_day_register_type_device_ratio,3.9377520499648213
user_app_launch_var,3.86157216990273
user_app_launch_count_rb1,3.7348335398553165
register_day_type_ratio,3.543442734551406
register_day_type_rate,3.3414251446921996
user_activity_frequency,3.153468956598946
user_activity_gap,2.5750425922540976
user_author_num,2.547109303758353
user_activity_var,2.4865285378113
user_app_launch_rate,2.302243857949485
user_app_launch_ratio,2.1698763504702447
user_activity_day_var,2.104525309881144
user_action_type_num,2.103019655700278
user_page_num,1.8870102594943994
user_activity_count_b1,1.8144774789852585
register_type_device,1.7466766254804544
user_activity_rate,1.6892077768601872
user_activity_day_ratio,1.4006315711089705
user_author_num_ratio,1.350704297449266
user_activity_count_b10,1.2337974485468612
register_type_ratio,1.1606705579629504
user_video_num,1.0876647000720892
user_app_launch_count_b2,0.9637628431323462
user_activity_count_b8,0.9361064274494975
user_app_launch_count_b9,0.9145710412765797
user_activity_count_b9,0.9038895235804312
user_app_launch_count_rb3,0.810685699234661
user_activity_count_b4,0.8076124411405236
user_app_launch_count_b3,0.7936634452836967
user_video_num_ratio,0.7709307078837528
user_app_launch_count_rb2,0.7187332262194147
user_app_launch_count_b10,0.7009407462344505
user_activity_day_rate,0.6695649589900865
user_activity_count_b7,0.6616037364413556
user_app_launch_count_rf1,0.6413622750428006
user_activity_ratio,0.6394967790448413
user_video_create_gap,0.6285187022102192
user_activity_count_b2,0.581441522439068
user_page_day_ratio,0.5699551520101406
user_activity_count_b3,0.5659886815655119
user_app_launch_count_f1,0.5060618798505381
user_app_launch_count_b1,0.4989931661333543
user_activity_count_b6,0.4975153783460964
user_app_launch_count_rf2,0.4959198735062757
user_activity_count_rb10,0.487112804581861
user_activity_count_b5,0.4849981330252938
user_app_launch_count_rb10,0.4813727086879608
user_activity_count_rb1,0.4684683212249365
user_app_launch_count_rf3,0.42274363270770027
user_app_launch_count_b4,0.4035227536366266
user_activity_count_f1,0.3940200578140102
user_app_launch_count_rb5,0.35169650131534375
user_app_launch_count_b7,0.34105792781901806
user_app_launch_count_rb4,0.33765633141848883
user_activity_count_rb5,0.3273868328650773
user_app_launch_count_f3,0.31775838262271644
user_activity_count_rf2,0.3136298129450148
user_video_create_frequency,0.3133389879683695
user_activity_count_f5,0.3124134272195507
user_activity_count_rb9,0.3103304869446271
user_activity_count_rb6,0.31017132298743916
user_activity_count_f7,0.3007268392173993
user_activity_count_rf1,0.2893251946980868
user_app_launch_count_f4,0.28386793212246164
user_app_launch_count_b5,0.2705070793308788
user_activity_count_rb8,0.2637387192409203
user_app_launch_count_b8,0.2627061330988561
user_app_launch_count_rb8,0.2624306640994412
user_app_launch_count_rf4,0.2611504439301582
user_app_launch_count_rf7,0.2575123815442535
user_video_create_count_rf1,0.2432140959418257
user_video_create_day_ratio,0.2352058696904023
user_app_launch_count_rb9,0.2278498066001294
user_app_launch_count_rb7,0.22174904457594938
user_video_create_count_rb1,0.22085997620173423
user_app_launch_count_rf6,0.22061134386238418
user_activity_count_rf7,0.22043821806269642
user_app_launch_count_f7,0.2191632376832648
user_activity_count_f2,0.21032508808326278
user_activity_count_rb2,0.2060334976136562
user_activity_count_rb7,0.20594237705397686
user_video_create_count_rf5,0.1992766330365438
user_activity_count_f3,0.19552639532759483
user_activity_count_f4,0.1849499222448144
user_activity_count_rf4,0.1808824003100464
user_activity_count_rb4,0.18047351153911234
user_app_launch_count_rb6,0.17838393848165615
user_app_launch_count_rf5,0.17761046838452935
user_app_launch_count_b6,0.17581556246753766
user_video_create_count_rb7,0.17105565962312388
user_activity_count_rf5,0.17089662644775244
user_activity_count_rb3,0.1586782223806061
user_activity_count_rf3,0.15543688404329742
user_video_create_day,0.15334554145395649
user_app_launch_count_f6,0.1529824879371148
user_activity_count_rf6,0.14990873626276482
user_video_create_ratio,0.13636233815195728
user_activity_count_f6,0.1336351563457296
user_app_launch_count_f5,0.12580655567712562
user_video_create_count_f5,0.11978867044897273
user_video_create_count_rf2,0.11370965949437405
user_app_launch_count_f2,0.09223610319677555
user_video_create_count_rf3,0.08952395006649033
user_video_create_var,0.0890474080133243
user_video_create_rate,0.06822150949624448
user_video_create_count_f1,0.0637196490554618
user_video_create_count_rf4,0.06263648399437
user_video_create_count_b7,0.06179153128878433
user_video_create_count_b1,0.04957447285842163
user_video_create_day_var,0.04712635709132218
user_video_create_count_f2,0.04464598890469434
user_video_create_count_f3,0.03875197597093305
user_video_create_count_rb2,0.03788584983371658
user_video_create_count_rb5,0.021058666226246994
user_video_create_count_b3,0.021013119920859913
user_video_create_count_rb3,0.020871456546131918
user_video_create_count_b6,0.018398729936015823
user_video_create_count_rb4,0.015146904761523751
user_video_create_count_f4,0.01402180439931682
user_video_create_count_rb6,0.012910798225428675
user_video_create_count_b4,0.009453403192509218
user_video_create_count_b5,0.006888210572033596
user_video_create_count_b2,0.00591169716956191
feature importance of lr for kuaishou ,2018-06-17_01-14
best score,0.811102742212089,best params
boosting_type,dart
n_estimators,100
num_leaves,6
user_app_launch_var,44
user_activity_count_b1,43
user_app_launch_ratio,29
user_activity_day_ratio,28
user_app_launch_count_b3,19
user_app_launch_count_b2,19
user_app_launch_count_b9,18
user_app_launch_count_b4,18
user_app_launch_count_b8,16
user_activity_rate,15
register_type_ratio,15
user_app_launch_count_b1,14
user_activity_count_b9,14
user_app_launch_count_rb1,13
user_app_launch_count_b5,13
user_app_launch_count_b10,12
user_activity_count_b8,12
user_video_num,11
user_app_launch_rate,10
user_app_launch_count_rf2,9
user_app_launch_count_b6,8
register_day_device_ratio,8
user_author_num_ratio,7
user_activity_count_b2,7
register_type_device,7
user_app_launch_gap,6
user_app_launch_count_rf1,6
user_app_launch_count_b7,6
user_activity_day_var,6
user_activity_count_b10,6
user_activity_ratio,5
user_activity_day_rate,5
user_activity_count_rb9,5
user_activity_count_rb1,5
user_activity_count_b4,5
user_activity_count_b6,4
user_activity_var,3
user_activity_count_rb10,3
user_activity_count_b7,3
user_activity_count_b3,3
register_day_type_ratio,3
user_app_launch_count_rb2,2
user_app_launch_count_rb10,2
user_activity_count_rb8,2
user_activity_count_b5,2
device_type_register_ratio,2
user_author_num,1
user_app_launch_count_rf5,1
user_app_launch_count_rf3,1
user_app_launch_count_rb9,1
user_activity_gap,1
user_action_type_num,1
register_day_type_rate,1
user_video_num_ratio,0
user_video_create_var,0
user_video_create_ratio,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day_var,0
user_video_create_day_ratio,0
user_video_create_day,0
user_video_create_count_rf5,0
user_video_create_count_rf4,0
user_video_create_count_rf3,0
user_video_create_count_rf2,0
user_video_create_count_rf1,0
user_video_create_count_rb7,0
user_video_create_count_rb6,0
user_video_create_count_rb5,0
user_video_create_count_rb4,0
user_video_create_count_rb3,0
user_video_create_count_rb2,0
user_video_create_count_rb1,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_f1,0
user_video_create_count_b7,0
user_video_create_count_b6,0
user_video_create_count_b5,0
user_video_create_count_b4,0
user_video_create_count_b3,0
user_video_create_count_b2,0
user_video_create_count_b1,0
user_page_num,0
user_page_day_ratio,0
user_app_launch_count_rf7,0
user_app_launch_count_rf6,0
user_app_launch_count_rf4,0
user_app_launch_count_rb8,0
user_app_launch_count_rb7,0
user_app_launch_count_rb6,0
user_app_launch_count_rb5,0
user_app_launch_count_rb4,0
user_app_launch_count_rb3,0
user_app_launch_count_f7,0
user_app_launch_count_f6,0
user_app_launch_count_f5,0
user_app_launch_count_f4,0
user_app_launch_count_f3,0
user_app_launch_count_f2,0
user_app_launch_count_f1,0
user_activity_frequency,0
user_activity_count_rf7,0
user_activity_count_rf6,0
user_activity_count_rf5,0
user_activity_count_rf4,0
user_activity_count_rf3,0
user_activity_count_rf2,0
user_activity_count_rf1,0
user_activity_count_rb7,0
user_activity_count_rb6,0
user_activity_count_rb5,0
user_activity_count_rb4,0
user_activity_count_rb3,0
user_activity_count_rb2,0
user_activity_count_f7,0
user_activity_count_f6,0
user_activity_count_f5,0
user_activity_count_f4,0
user_activity_count_f3,0
user_activity_count_f2,0
user_activity_count_f1,0
register_type_device_ratio,0
register_day_register_type_device_ratio,0
the best params for lightgbm: 
colsample_bytree,0.9707166961629975
learning_rate,0.06537496132460792
max_bin,238
min_child_samples,58
min_child_weight,0.309493812152764
min_split_gain,0.135332702255396
n_estimators,796
num_leaves,5
reg_alpha,92.84673807135633
reg_lambda,0.048898558310050716
scale_pos_weight,0.9972006622405981
subsample,0.9631407982713551
the best score for lightgbm: ,0.8110571200173587,2018-06-17_04-23
feature importance of lgb for kuaishou,2018-06-17_04-23
user_app_launch_var,231
user_activity_count_b1,152
user_app_launch_count_b9,139
user_app_launch_count_b3,131
user_app_launch_count_b2,123
user_app_launch_count_b10,111
user_activity_var,109
user_activity_rate,107
user_app_launch_count_rb1,101
user_activity_day_ratio,99
register_day_device_ratio,95
user_app_launch_count_b4,93
register_type_device,91
user_app_launch_ratio,85
user_activity_count_b8,83
user_activity_count_b9,77
user_author_num_ratio,73
user_app_launch_rate,70
user_app_launch_count_b8,68
user_app_launch_count_rb2,60
user_activity_day_var,60
user_video_num,55
register_day_type_ratio,53
user_app_launch_count_b5,47
user_app_launch_count_b1,47
user_activity_count_rb1,47
register_type_ratio,44
user_activity_count_b4,43
user_author_num,42
user_app_launch_gap,42
user_app_launch_count_rf1,39
user_app_launch_count_rf3,34
user_app_launch_count_b7,32
user_app_launch_count_rf2,31
user_action_type_num,28
register_day_type_rate,28
user_activity_count_b2,27
user_activity_count_b10,26
user_activity_count_rb9,24
user_activity_count_b3,24
user_app_launch_count_f1,23
user_activity_count_b5,21
register_type_device_ratio,21
user_page_num,19
user_app_launch_count_b6,19
user_activity_frequency,18
device_type_register_ratio,17
user_activity_gap,16
user_activity_day_rate,14
user_activity_count_rb10,14
register_day_register_type_device_ratio,14
user_activity_count_b7,13
user_app_launch_count_rb8,10
user_app_launch_count_rb9,9
user_app_launch_count_rb3,9
user_app_launch_count_rb10,9
user_activity_ratio,7
user_page_day_ratio,6
user_app_launch_count_f7,5
user_activity_count_b6,5
user_app_launch_count_f3,4
user_activity_count_rb8,4
user_video_num_ratio,3
user_app_launch_count_rf4,3
user_app_launch_count_f2,3
user_activity_count_f1,3
user_app_launch_count_rf5,2
user_app_launch_count_rb5,2
user_app_launch_count_rb4,2
user_app_launch_count_f6,2
user_activity_count_rf4,2
user_activity_count_rb7,2
user_activity_count_rb5,2
user_activity_count_rb3,2
user_video_create_ratio,1
user_video_create_day_ratio,1
user_app_launch_count_f4,1
user_activity_count_rf2,1
user_activity_count_f7,1
user_activity_count_f5,1
user_activity_count_f4,1
user_activity_count_f2,1
user_video_create_var,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day_var,0
user_video_create_day,0
user_video_create_count_rf5,0
user_video_create_count_rf4,0
user_video_create_count_rf3,0
user_video_create_count_rf2,0
user_video_create_count_rf1,0
user_video_create_count_rb7,0
user_video_create_count_rb6,0
user_video_create_count_rb5,0
user_video_create_count_rb4,0
user_video_create_count_rb3,0
user_video_create_count_rb2,0
user_video_create_count_rb1,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_f1,0
user_video_create_count_b7,0
user_video_create_count_b6,0
user_video_create_count_b5,0
user_video_create_count_b4,0
user_video_create_count_b3,0
user_video_create_count_b2,0
user_video_create_count_b1,0
user_app_launch_count_rf7,0
user_app_launch_count_rf6,0
user_app_launch_count_rb7,0
user_app_launch_count_rb6,0
user_app_launch_count_f5,0
user_activity_count_rf7,0
user_activity_count_rf6,0
user_activity_count_rf5,0
user_activity_count_rf3,0
user_activity_count_rf1,0
user_activity_count_rb6,0
user_activity_count_rb4,0
user_activity_count_rb2,0
user_activity_count_f6,0
user_activity_count_f3,0
feature importance of catboost for kuaishou-crt,2018-06-17_05-56
bagging_temperature,0.9052771456716953
border_count,140.0
depth,8.0
l2_leaf_reg,100.0
learning_rate,1.0825826168061727
n_estimators,400.0
rsm,0.8556764664799537
device_type_register_ratio,7.186632975154134
register_day_device_ratio,6.359800977263054
register_day_register_type_device_ratio,5.369914142463491
register_type_device_ratio,5.328943792932731
register_day_type_ratio,4.281481338213951
register_day_type_rate,3.696668678665772
user_activity_frequency,3.6000241680318372
user_app_launch_gap,3.4200948225309467
user_author_num,3.166874417922784
user_app_launch_rate,2.909777027040852
user_action_type_num,2.875815685692896
user_activity_gap,2.586871715136516
user_author_num_ratio,2.5529407150160686
user_page_num,2.4747207566229665
user_app_launch_var,1.8932820484940853
user_activity_var,1.8751464420251125
user_activity_count_b6,1.539205711634665
register_type_device,1.459454420013086
user_video_num,1.4491947543672168
user_app_launch_count_b1,1.4356784632805772
user_activity_rate,1.4248396605888332
user_activity_count_b10,1.367172084979883
user_activity_day_var,1.1589935103631968
user_app_launch_count_b9,1.1357011409064623
register_type_ratio,1.1152160630774555
user_video_num_ratio,1.1150204573212135
user_activity_day_ratio,1.0354091871162847
user_page_day_ratio,0.9270133058887828
user_activity_count_b9,0.8327975714880493
user_activity_ratio,0.8037399760029609
user_activity_day_rate,0.7904586308955448
user_app_launch_count_rf2,0.7729216443774327
user_app_launch_count_rf1,0.7165542948799649
user_activity_count_b8,0.6665654977215931
user_app_launch_count_rf3,0.6194726327373533
user_app_launch_ratio,0.6189222462375727
user_app_launch_count_b2,0.5944406535729629
user_activity_count_rb10,0.5465921652307607
user_activity_count_b7,0.5325473823479522
user_app_launch_count_f1,0.5300351925428833
user_activity_count_b5,0.48972545723689087
user_app_launch_count_f7,0.46807552506261924
user_activity_count_rf2,0.4439409004923306
user_activity_count_rb9,0.43903909712504186
user_activity_count_rf5,0.43691214757592767
user_app_launch_count_rf7,0.4334119079208547
user_activity_count_f1,0.42925604139226237
user_activity_count_f2,0.4199354098193322
user_activity_count_b2,0.41829242457785487
user_activity_count_b1,0.406317192021114
user_app_launch_count_rf5,0.39641446372623873
user_activity_count_rb7,0.3952105552148169
user_app_launch_count_rb2,0.392802508413826
user_video_create_gap,0.38940297667800733
user_app_launch_count_rf6,0.38272903104364053
user_activity_count_rb3,0.3751243638716682
user_activity_count_rf1,0.3747019185979819
user_activity_count_b4,0.3677436441682321
user_app_launch_count_rb4,0.36749160909009954
user_activity_count_rb4,0.34899587279014516
user_app_launch_count_rb8,0.3421816608608318
user_activity_count_rb8,0.3419908428005703
user_activity_count_rb6,0.33626497356160867
user_activity_count_rb5,0.3278542892029346
user_activity_count_rf4,0.3273118918047281
user_app_launch_count_rb3,0.32629356762282913
user_app_launch_count_rf4,0.32559595434140665
user_app_launch_count_rb10,0.3210111708657056
user_activity_count_rf7,0.31616833373795544
user_activity_count_f6,0.31298352725832235
user_app_launch_count_rb7,0.2830380226114185
user_activity_count_rb2,0.26772093419336274
user_app_launch_count_rb1,0.2658643887268775
user_video_create_day_ratio,0.261852505920689
user_activity_count_rf3,0.2618511721305276
user_activity_count_b3,0.23386636299609576
user_app_launch_count_rb9,0.22335333360629372
user_activity_count_rf6,0.21641336664205008
user_app_launch_count_rb6,0.20980349890572228
user_activity_count_f7,0.19425603507654668
user_activity_count_f3,0.19095487123942081
user_activity_count_rb1,0.18855295111178982
user_app_launch_count_rb5,0.17731689492941305
user_app_launch_count_b4,0.16696886673509823
user_app_launch_count_b8,0.16259537125851695
user_activity_count_f4,0.16024258299352814
user_app_launch_count_f2,0.15725509091457238
user_app_launch_count_b10,0.1550083517102839
user_video_create_count_rf5,0.13544362007057015
user_app_launch_count_b5,0.1306911408121648
user_video_create_count_rf1,0.11183633777414911
user_app_launch_count_f3,0.10870303681663016
user_activity_count_f5,0.1074106782097845
user_app_launch_count_b6,0.10614924488781884
user_app_launch_count_f5,0.09655235574148807
user_video_create_rate,0.09607143300532067
user_video_create_count_rb7,0.0950793225683867
user_app_launch_count_f4,0.08733736984207176
user_app_launch_count_f6,0.0854341960913676
user_video_create_ratio,0.08452863911255382
user_video_create_count_f4,0.08407116170041692
user_app_launch_count_b7,0.07454518945778439
user_video_create_count_rb1,0.07001814603994451
user_video_create_count_rf2,0.06904029683487632
user_video_create_count_b7,0.05310753095054534
user_video_create_count_rf3,0.051077319269822626
user_video_create_count_f5,0.04794552644789418
user_app_launch_count_b3,0.0456826410963452
user_video_create_frequency,0.04389149053055795
user_video_create_var,0.03611224497003571
user_video_create_day,0.023782330789188295
user_video_create_count_rb3,0.018855333479620904
user_video_create_count_rf4,0.017539333813191463
user_video_create_count_rb4,0.017389682030117353
user_video_create_count_rb2,0.016196289262378073
user_video_create_count_f1,0.016144701468001652
user_video_create_count_rb5,0.01554679509595314
user_video_create_count_b5,0.015527209540083567
user_video_create_count_b2,0.014725797603043505
user_video_create_day_var,0.013311123542163558
user_video_create_count_b6,0.008823387886955195
user_video_create_count_b1,0.004398881900936992
user_video_create_count_rb6,0.0
user_video_create_count_f3,0.0
user_video_create_count_f2,0.0
user_video_create_count_b4,0.0
user_video_create_count_b3,0.0
feature importance of catboost for kuaishou-crt ,2018-06-17_11-30
feature importance of lgb for kuaishou ,2018-06-17_11-47
best score,0.8107580677924421,best params
boosting_type,dart
n_estimators,200
num_leaves,4
user_app_launch_var,55
user_activity_count_b1,45
user_app_launch_count_b1,39
user_app_launch_ratio,37
user_activity_day_ratio,34
user_app_launch_count_b2,32
user_app_launch_count_b9,31
user_app_launch_count_b10,30
user_app_launch_count_b5,23
user_app_launch_count_b4,23
user_app_launch_count_b3,23
user_activity_count_b8,20
user_activity_rate,19
user_app_launch_rate,16
user_activity_count_b9,16
user_app_launch_count_b8,15
register_type_ratio,14
user_activity_count_b4,12
user_video_num,10
user_app_launch_count_b6,10
user_activity_day_var,10
user_app_launch_count_b7,9
user_activity_count_b7,8
user_activity_count_b10,8
user_author_num,7
user_activity_count_b5,7
register_type_device,7
register_day_device_ratio,7
user_activity_count_b2,6
user_activity_count_b3,5
user_author_num_ratio,4
user_activity_ratio,4
user_activity_day_rate,3
user_activity_var,2
user_activity_count_f1,2
user_activity_count_b6,2
user_page_day_ratio,1
user_activity_gap,1
user_action_type_num,1
register_day_type_ratio,1
register_day_type_rate,1
user_video_num_ratio,0
user_video_create_var,0
user_video_create_ratio,0
user_video_create_rate,0
user_video_create_gap,0
user_video_create_frequency,0
user_video_create_day_var,0
user_video_create_day_ratio,0
user_video_create_day,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_f1,0
user_video_create_count_b7,0
user_video_create_count_b6,0
user_video_create_count_b5,0
user_video_create_count_b4,0
user_video_create_count_b3,0
user_video_create_count_b2,0
user_video_create_count_b1,0
user_page_num,0
user_app_launch_gap,0
user_app_launch_count_f7,0
user_app_launch_count_f6,0
user_app_launch_count_f5,0
user_app_launch_count_f4,0
user_app_launch_count_f3,0
user_app_launch_count_f2,0
user_app_launch_count_f1,0
user_activity_frequency,0
user_activity_count_f7,0
user_activity_count_f6,0
user_activity_count_f5,0
user_activity_count_f4,0
user_activity_count_f3,0
user_activity_count_f2,0
register_type_device_ratio,0
register_day_register_type_device_ratio,0
device_type_register_ratio,0
feature importance of lgb for kuaishou ,2018-06-19_21-08
user_page_ratio1,24
user_app_launch_var,24
user_app_launch_ratio,24
device_type_ratio,23
user_activity_count_b1,20
register_day_device_ratio,16
user_app_launch_gap,15
user_page_ratio0,14
user_app_launch_count_b5,14
register_type_ratio,14
register_type_device,14
user_action_type_ratio0,13
register_day_type_ratio,13
user_activity_day_var,12
register_day_type_rate,12
register_day_register_type_device_ratio,12
user_page_ratio3,11
user_activity_day_ratio,11
user_activity_count_b2,11
user_action_type_ratio2,11
user_action_type_ratio1,11
user_activity_gap,10
user_action_type_ratio5,10
user_video_num,9
user_app_launch_count_b1,9
user_video_create_count_b1,8
user_page_ratio2,8
user_app_launch_rate,8
user_activity_rate,8
user_app_launch_count_b9,7
user_app_launch_count_b10,7
user_action_type_ratio3,7
device_type_register_ratio,7
user_app_launch_count_b7,6
user_app_launch_count_b6,6
user_app_launch_count_b4,6
user_activity_frequency,6
user_activity_count_b4,6
user_video_create_frequency,5
user_video_create_count_rb1,5
user_page_ratio4,5
user_author_num,5
user_app_launch_count_b8,5
user_app_launch_count_b3,5
user_activity_count_f3,5
user_activity_count_f1,5
user_activity_count_b8,5
user_video_create_last_time,4
user_app_launch_count_rb10,4
user_app_launch_count_b2,4
user_activity_count_rf4,4
user_activity_count_rb1,4
user_activity_count_b6,4
user_action_type_num,4
register_type_device_ratio,4
user_video_num_ratio,3
user_video_create_count_rf5,3
user_app_launch_last_time,3
user_app_launch_count_rf2,3
user_app_launch_count_rb1,3
user_activity_count_rb7,3
user_activity_count_rb2,3
register_day_device_rate,3
user_video_create_day_ratio,2
user_video_create_count_f1,2
user_user_activity_last_time,2
user_app_launch_count_rf4,2
user_app_launch_count_rb5,2
user_app_launch_count_rb3,2
user_activity_count_rf7,2
user_activity_count_rf6,2
user_activity_count_f4,2
user_activity_count_b9,2
user_activity_count_b5,2
user_activity_count_b10,2
user_video_create_gap,1
user_video_create_day_var,1
user_video_create_count_rf4,1
user_video_create_count_rf3,1
user_video_create_count_rf1,1
user_page_day_ratio,1
user_app_launch_count_rf6,1
user_app_launch_count_rf5,1
user_app_launch_count_rb6,1
user_app_launch_count_rb2,1
user_app_launch_count_f7,1
user_app_launch_count_f5,1
user_app_launch_count_f4,1
user_app_launch_count_f2,1
user_activity_var,1
user_activity_ratio,1
user_activity_day_rate,1
user_activity_count_rf1,1
user_activity_count_rb8,1
user_activity_count_rb6,1
user_activity_count_rb10,1
user_activity_count_f7,1
user_activity_count_f6,1
user_activity_count_f5,1
user_activity_count_b7,1
user_activity_count_b3,1
user_action_type_ratio4,1
register_day_device_type_register_ratio,1
user_video_create_var,0
user_video_create_ratio,0
user_video_create_rate,0
user_video_create_day,0
user_video_create_count_rf2,0
user_video_create_count_rb7,0
user_video_create_count_rb6,0
user_video_create_count_rb5,0
user_video_create_count_rb4,0
user_video_create_count_rb3,0
user_video_create_count_rb2,0
user_video_create_count_f5,0
user_video_create_count_f4,0
user_video_create_count_f3,0
user_video_create_count_f2,0
user_video_create_count_b7,0
user_video_create_count_b6,0
user_video_create_count_b5,0
user_video_create_count_b4,0
user_video_create_count_b3,0
user_video_create_count_b2,0
user_page_num,0
user_in_author,0
user_author_num_ratio,0
user_app_launch_count_rf7,0
user_app_launch_count_rf3,0
user_app_launch_count_rf1,0
user_app_launch_count_rb9,0
user_app_launch_count_rb8,0
user_app_launch_count_rb7,0
user_app_launch_count_rb4,0
user_app_launch_count_f6,0
user_app_launch_count_f3,0
user_app_launch_count_f1,0
user_activity_count_rf5,0
user_activity_count_rf3,0
user_activity_count_rf2,0
user_activity_count_rb9,0
user_activity_count_rb5,0
user_activity_count_rb4,0
user_activity_count_rb3,0
user_activity_count_f2,0
feature importance of lgb for kuaishou ,2018-06-19_21-08
user_page_ratio1,46
user_action_type_ratio2,44
device_type_ratio,44
register_day_device_ratio,42
user_app_launch_var,40
user_action_type_ratio1,38
register_day_type_ratio,37
register_day_register_type_device_ratio,37
user_activity_count_b1,35
register_day_type_rate,33
user_page_ratio0,32
user_page_ratio2,31
user_activity_rate,29
user_activity_day_var,29
user_page_ratio3,28
user_activity_frequency,28
user_app_launch_ratio,25
device_type_register_ratio,25
user_app_launch_gap,23
user_action_type_ratio0,23
user_activity_gap,22
register_day_device_type_register_ratio,21
user_video_num,20
user_action_type_ratio3,20
register_type_device,20
user_page_ratio4,18
register_type_device_ratio,18
user_app_launch_rate,17
user_activity_day_ratio,17
register_type_ratio,17
user_action_type_ratio5,16
user_author_num_ratio,15
user_author_num,14
user_video_create_frequency,13
user_app_launch_count_b5,13
register_day_device_rate,13
user_app_launch_count_b10,12
user_activity_count_b10,12
user_app_launch_count_b9,11
user_app_launch_count_b1,11
user_activity_count_b4,11
user_activity_count_b2,11
user_video_create_count_b1,10
user_app_launch_count_rf2,10
